"Region","Year","season","weighted_average"
"GS",2004,"Summer",1.16085357478752
"GS",2004,"Winter",0.164871315076335
"GS",2005,"Annual",1.09769963975986
"GS",2005,"Fall",0.633887667012559
"GS",2005,"Spring",2.59032052931482
"GS",2005,"Summer",1.21409750925867
"GS",2005,"Winter",0.15578978663236
"GS",2006,"Annual",1.61272081127634
"GS",2006,"Fall",0.408131825185427
"GS",2006,"Spring",2.94991588246586
"GS",2006,"Summer",0.725977788127515
"GS",2006,"Winter",0.147195226480103
"GS",2007,"Annual",1.49715852227824
"GS",2007,"Fall",0.437018661129379
"GS",2007,"Spring",2.83045902337884
"GS",2007,"Summer",0.432410711412039
"GS",2007,"Winter",0.192269834771972
"GS",2008,"Annual",0.699461080843554
"GS",2008,"Fall",0.45024418287267
"GS",2008,"Spring",1.42208198504195
"GS",2008,"Summer",0.573061695243065
"GS",2008,"Winter",0.139198093825979
"GS",2009,"Annual",1.41697852536166
"GS",2009,"Fall",0.34679645793052
"GS",2009,"Spring",4.03393052211649
"GS",2009,"Summer",0.299199358172966
"GS",2009,"Winter",0.238487753482341
"GS",2010,"Annual",1.01600468606954
"GS",2010,"Fall",0.703241327567081
"GS",2010,"Spring",1.65972250095723
"GS",2010,"Summer",0.526478266784778
"GS",2010,"Winter",0.166401784787424
"GS",2011,"Annual",1.51602596047396
"GS",2011,"Fall",0.429922017324289
"GS",2011,"Spring",3.64561924872628
"GS",2011,"Summer",0.464736013299931
"GS",2011,"Winter",0.225506984350346
"GS",2012,"Annual",1.39251168512087
"GS",2012,"Fall",0.409567398510536
"GS",2012,"Spring",3.47971696115892
"GS",2012,"Summer",0.245292366937149
"GS",2012,"Winter",0.174897727608629
"GS",2013,"Annual",1.26601909372098
"GS",2013,"Fall",0.722564752018437
"GS",2013,"Spring",2.95287121364256
"GS",2013,"Summer",0.890305449880619
"GS",2013,"Winter",0.12484942744342
"GS",2014,"Annual",1.7138684562079
"GS",2014,"Fall",0.419269208960859
"GS",2014,"Spring",3.95583440373857
"GS",2014,"Summer",0.344481755488255
"GS",2014,"Winter",0.180294663900514
"GS",2015,"Annual",1.84629030750755
"GS",2015,"Fall",0.760482431654536
"GS",2015,"Spring",4.13945594651696
"GS",2015,"Summer",0.633047629799467
"GS",2015,"Winter",0.277351780693406
"GS",2016,"Annual",1.0850383818888
"GS",2016,"Fall",0.728047642077807
"GS",2016,"Spring",2.05576154713269
"GS",2016,"Summer",1.0638255927076
"GS",2016,"Winter",0.168804518460971
"GS",2017,"Annual",1.27544075998105
"GS",2017,"Fall",0.44729532313364
"GS",2017,"Spring",3.13481839208066
"GS",2017,"Summer",0.79232076127082
"GS",2017,"Winter",0.187482847808566
"GS",2018,"Annual",1.21640703052995
"GS",2018,"Fall",0.575665420302204
"GS",2018,"Spring",2.69560673206707
"GS",2018,"Summer",1.26668121975515
"GS",2018,"Winter",0.280347574490711
"GS",2019,"Annual",1.13618497722762
"GS",2019,"Fall",0.793185393132484
"GS",2019,"Spring",2.25135169935837
"GS",2019,"Summer",0.624219207889741
"GS",2019,"Winter",0.185658279570285
"GS",2020,"Annual",0.872942729300701
"GS",2020,"Fall",0.526880450088087
"GS",2020,"Spring",1.43756175466565
"GS",2020,"Summer",2.02030300574643
"GS",2020,"Winter",0.167000527177745
"GS",2021,"Annual",1.81781150903661
"GS",2021,"Fall",0.972398061674686
"GS",2021,"Spring",3.69944486210223
"GS",2021,"Summer",0.951393384017579
"GS",2021,"Winter",0.263277817361271
"GS",2022,"Annual",1.73242181848897
"GS",2022,"Fall",2.0878016541138
"GS",2022,"Spring",2.30025737028483
"GS",2022,"Summer",0.594145103700178
"GS",2022,"Winter",0.233610462202635
"GS",2023,"Annual",1.06671880138214
"GS",2023,"Fall",0.445708402806705
"GS",2023,"Spring",2.7710202292265
"GS",2023,"Summer",0.51106915003421
"GS",2023,"Winter",0.173024384102152
"GS",2024,"Annual",1.8314591379149
"GS",2024,"Fall",0.735788486262592
"GS",2024,"Spring",3.94250602552726
"GS",2024,"Summer",0.891605957589307
"GS",2024,"Winter",0.456341431283242
"LAS",1998,"Annual",0.825365276309832
"LAS",1998,"Fall",1.10673863609655
"LAS",1998,"Spring",1.22630077520826
"LAS",1998,"Summer",0.294571739161958
"LAS",1998,"Winter",0.182356162495446
"LAS",1999,"Annual",0.566706608216314
"LAS",1999,"Fall",0.55369993252465
"LAS",1999,"Spring",0.895820312122417
"LAS",1999,"Summer",0.26279564751254
"LAS",1999,"Winter",0.195966735259558
"LAS",2000,"Annual",0.548023160025619
"LAS",2000,"Fall",0.54032969247311
"LAS",2000,"Spring",0.764009083137759
"LAS",2000,"Summer",0.292714830320826
"LAS",2000,"Winter",0.163013114324304
"LAS",2001,"Annual",0.576467453849255
"LAS",2001,"Fall",0.684059745906091
"LAS",2001,"Spring",1.02006957873875
"LAS",2001,"Summer",0.342737288183745
"LAS",2001,"Winter",0.222821825627904
"LAS",2002,"Annual",0.671113738464176
"LAS",2002,"Fall",0.548526834766959
"LAS",2002,"Spring",0.94474022648467
"LAS",2002,"Summer",0.770878123387386
"LAS",2002,"Winter",0.341946363068062
"LAS",2003,"Annual",0.830442092009809
"LAS",2003,"Fall",0.985086443390834
"LAS",2003,"Spring",1.31988661677271
"LAS",2003,"Summer",0.282983390488002
"LAS",2003,"Winter",0.134711173504967
"LAS",2004,"Annual",0.708381033809845
"LAS",2004,"Fall",0.933974381292278
"LAS",2004,"Spring",0.970270627045
"LAS",2004,"Summer",0.412103694466678
"LAS",2004,"Winter",0.223305608527226
"LAS",2005,"Annual",0.706509131295667
"LAS",2005,"Fall",0.976484423643472
"LAS",2005,"Spring",1.08184613989143
"LAS",2005,"Summer",0.277836031148032
"LAS",2005,"Winter",0.222325204960741
"LAS",2006,"Annual",0.722504087907297
"LAS",2006,"Fall",0.704678491479186
"LAS",2006,"Spring",1.13033993570482
"LAS",2006,"Summer",0.216933713539614
"LAS",2006,"Winter",0.461317950946722
"LAS",2007,"Annual",0.492887676814916
"LAS",2007,"Fall",0.567730494925227
"LAS",2007,"Spring",0.634155993822837
"LAS",2007,"Summer",0.382954623327662
"LAS",2007,"Winter",0.181471075970481
"LAS",2008,"Annual",0.531522233127324
"LAS",2008,"Fall",0.482066555614703
"LAS",2008,"Spring",1.14205471017289
"LAS",2008,"Summer",0.20537580160088
"LAS",2008,"Winter",0.181962771529256
"LAS",2009,"Annual",0.669893052970366
"LAS",2009,"Fall",0.880496403614568
"LAS",2009,"Spring",1.26947747776704
"LAS",2009,"Summer",0.264729221184322
"LAS",2009,"Winter",0.163331111123351
"LAS",2010,"Annual",1.12998879865592
"LAS",2010,"Fall",0.651637882937137
"LAS",2010,"Spring",2.26838133936896
"LAS",2010,"Summer",0.438430084381166
"LAS",2010,"Winter",0.262500616631416
"LAS",2011,"Annual",0.802476073903331
"LAS",2011,"Fall",0.705979618259972
"LAS",2011,"Spring",1.6143697045312
"LAS",2011,"Summer",0.301751966661745
"LAS",2011,"Winter",0.258543575899265
"LAS",2012,"Annual",0.471230810776214
"LAS",2012,"Fall",0.536610689339281
"LAS",2012,"Spring",0.977948644764897
"LAS",2012,"Summer",0.180881842862395
"LAS",2012,"Winter",0.166112508380239
"LAS",2013,"Annual",0.497838065734244
"LAS",2013,"Fall",0.623984422525654
"LAS",2013,"Spring",0.822073678462854
"LAS",2013,"Summer",0.283199986723571
"LAS",2013,"Winter",0.185276216053617
"LAS",2014,"Annual",0.470770333143707
"LAS",2014,"Fall",0.556321495286106
"LAS",2014,"Spring",0.816222979372249
"LAS",2014,"Summer",0.212029807232692
"LAS",2014,"Winter",0.122676149606431
"LAS",2015,"Annual",0.944259516432917
"LAS",2015,"Fall",0.768594901167808
"LAS",2015,"Spring",1.62410451114814
"LAS",2015,"Summer",0.271576588178165
"LAS",2015,"Winter",0.14024521883286
"LAS",2016,"Annual",1.17470307634981
"LAS",2016,"Fall",1.40386338921325
"LAS",2016,"Spring",1.67322377225585
"LAS",2016,"Summer",0.439441068481623
"LAS",2016,"Winter",0.189903425256972
"LAS",2017,"Annual",0.630298413232363
"LAS",2017,"Fall",0.933978510189876
"LAS",2017,"Spring",0.732717238354567
"LAS",2017,"Summer",0.227744210790802
"LAS",2017,"Winter",0.310846460788465
"LAS",2018,"Annual",0.727659637389524
"LAS",2018,"Fall",0.7886754495103
"LAS",2018,"Spring",0.959336665699895
"LAS",2018,"Summer",0.411626437856236
"LAS",2018,"Winter",0.737675979007662
"LAS",2019,"Annual",0.664893514797238
"LAS",2019,"Fall",1.05380543327969
"LAS",2019,"Spring",0.687629342508059
"LAS",2019,"Summer",0.3357413564956
"LAS",2019,"Winter",0.26508484954059
"LAS",2020,"Annual",1.09998359118249
"LAS",2020,"Fall",1.3748699919646
"LAS",2020,"Spring",1.90641078555395
"LAS",2020,"Summer",0.307798103223362
"LAS",2020,"Winter",0.358569344572774
"LAS",2021,"Annual",1.10942689216988
"LAS",2021,"Fall",1.42190565556943
"LAS",2021,"Spring",1.42698420488145
"LAS",2021,"Summer",0.412102005887135
"LAS",2021,"Winter",0.695356229437731
"LAS",2022,"Annual",0.880530055964989
"LAS",2022,"Fall",0.752491032202829
"LAS",2022,"Spring",1.73753672915952
"LAS",2022,"Summer",0.229295447685552
"LAS",2022,"Winter",0.256553985649579
"LAS",2023,"Annual",0.92818839634178
"LAS",2023,"Fall",0.8269415085917
"LAS",2023,"Spring",1.75382045677164
"LAS",2023,"Summer",0.335594061129258
"LAS",2023,"Winter",0.344448606829593
"LAS",2024,"Annual",0.59833085878496
"LAS",2024,"Fall",0.742634902215129
"LAS",2024,"Spring",0.734982088806083
"LAS",2024,"Summer",0.375981088608666
"LAS",2024,"Winter",0.455776429146151
